"POLYGON","DATE","MISSION","EVENT_ID","LATITUDE","LONGITUDE","DEPTH","PAAW"
"HB","1998-06-27","HUD1998023","42",55.111,-54.138833,30.352,479.931996402637
"HB","1998-06-27","HUD1998023","42",55.111,-54.138833,10.306,477.258354634215
"CLS","1998-06-28","HUD1998023","55",55.612167,-53.629167,20.551,477.288318732589
"CLS","1998-06-28","HUD1998023","55",55.612167,-53.629167,10.598,475.040792815266
"CLS","1998-07-02","HUD1998023","87",58.640667,-50.415833,30.062,469.584545757068
"CLS","1998-07-06","HUD1998023","-999",56.17,-52.98,3,471.473456243266
"HB","1999-07-01","HUD1999022","-999",53.99,-55.25,1,475.667116861341
"HB","1999-07-01","HUD1999022","38",53.68,-55.5495,40.19,481.984363775591
"HB","1999-07-01","HUD1999022","38",53.68,-55.5495,19.993,474.147576180681
"HB","1999-07-01","HUD1999022","38",53.68,-55.5495,9.619,476.502915333175
"HB","1999-07-02","HUD1999022","-999",55.12,-54.09,1,473.180238622002
"HB","1999-07-02","HUD1999022","-999",55.12,-54.1,1,474.888849094803
"HB","1999-07-02","HUD1999022","56",55.264833,-53.979667,29.574,476.134196818534
"HB","1999-07-02","HUD1999022","56",55.264833,-53.979667,19.413,473.902285394518
"HB","1999-07-02","HUD1999022","56",55.264833,-53.979667,11.295,472.828960982076
"HB","1999-07-03","HUD1999022","70",55.420833,-53.829833,29.991,475.431109231365
"HB","1999-07-03","HUD1999022","70",55.420833,-53.829833,19.589,476.93311243507
"HB","1999-07-03","HUD1999022","70",55.420833,-53.829833,9.748,472.749629906291
"CLS","1999-07-04","HUD1999022","84",56.1215,-53.056,28.717,478.891228861649
"CLS","1999-07-04","HUD1999022","84",56.1215,-53.056,19.985,473.472017881266
"CLS","1999-07-04","HUD1999022","84",56.1215,-53.056,9.68,472.851999947471
"CLS","1999-07-05","HUD1999022","-999",57.9,-51.22,1,476.053369466879
"CLS","1999-07-05","HUD1999022","90",58.216,-50.8875,38.819,473.063545102574
"CLS","1999-07-05","HUD1999022","90",58.216,-50.8875,20.786,473.71983176003
"CLS","1999-07-05","HUD1999022","90",58.216,-50.8875,7.798,473.185275781036
"CLS","1999-07-06","HUD1999022","99",58.636833,-50.423667,39.414,472.926665367737
"CLS","1999-07-06","HUD1999022","99",58.636833,-50.423667,19.273,472.451173189591
"CLS","1999-07-06","HUD1999022","99",58.636833,-50.423667,9.434,473.416347235778
"GS","1999-07-07","HUD1999022","111",60.298833,-48.56,20.683,465.787773112081
"GS","1999-07-07","HUD1999022","111",60.298833,-48.56,10.493,465.641258155142
"CLS","1999-07-08","HUD1999022","-999",59.75,-49.17,1,468.365945817605
"GS","1999-07-08","HUD1999022","126",60.176667,-48.687167,19.4,471.55029528561
"GS","1999-07-08","HUD1999022","126",60.176667,-48.687167,9.211,468.721399405213
"GS","1999-07-08","HUD1999022","126",60.176667,-48.687167,4.401,471.325718294182
"CLS","1999-07-09","HUD1999022","137",57.820667,-51.346833,40.035,475.504974704005
"CLS","1999-07-09","HUD1999022","137",57.820667,-51.346833,29.808,473.009357260788
"CLS","1999-07-09","HUD1999022","137",57.820667,-51.346833,9.784,468.152673559952
"CLS","1999-07-10","HUD1999022","145",56.727333,-52.479667,20.051,472.780280066192
"CLS","1999-07-10","HUD1999022","145",56.727333,-52.479667,10.218,469.454265813956
"HB","2001-06-04","HUD2001022","-999",54.3,-54.95,4,467.685407888553
"HB","2001-06-04","HUD2001022","52",53.793333,-55.440167,39.091,471.573885214669
"HB","2001-06-04","HUD2001022","52",53.793333,-55.440167,20.114,471.848602454671
"HB","2001-06-04","HUD2001022","52",53.793333,-55.440167,9.691,470.944139470717
"HB","2001-06-05","HUD2001022","-999",55.42,-53.82,4,476.395222213715
"CLS","2001-06-05","HUD2001022","-999",55.63,-53.65,4,476.292894026536
"CLS","2001-06-05","HUD2001022","72",55.614667,-53.634,40.23,475.782856436899
"CLS","2001-06-05","HUD2001022","72",55.614667,-53.634,20.207,477.974607350482
"CLS","2001-06-05","HUD2001022","72",55.614667,-53.634,10.178,476.527013296894
"CLS","2001-06-06","HUD2001022","86",56.696167,-52.490333,19.22,470.971709930538
"CLS","2001-06-06","HUD2001022","86",56.696167,-52.490333,9.561,470.154446590955
"CLS","2001-06-07","HUD2001022","96",58.64,-50.416333,39.07,473.04675532521
"CLS","2001-06-07","HUD2001022","96",58.64,-50.416333,19.345,469.256495032947
"CLS","2001-06-07","HUD2001022","96",58.64,-50.416333,9.116,470.036103788047
"GS","2001-06-08","HUD2001022","108",60.567167,-48.2625,39.477,481.292685918725
"GS","2001-06-08","HUD2001022","108",60.567167,-48.2625,19.963,484.325794428092
"GS","2001-06-08","HUD2001022","108",60.567167,-48.2625,9.377,477.313007721381
"CLS","2001-06-09","HUD2001022","161",59.065,-49.955667,40.056,472.209867366148
"CLS","2001-06-09","HUD2001022","161",59.065,-49.955667,19.86,472.36695314768
"CLS","2001-06-09","HUD2001022","161",59.065,-49.955667,10.043,470.241618420371
"CLS","2001-06-10","HUD2001022","209",56.113833,-53.116,19.349,473.157965175399
"CLS","2001-06-10","HUD2001022","209",56.113833,-53.116,9.551,472.181473515463
"HB","2002-12-01","HUD2002075","1",53.676167,-55.551,19.583,473.643973888925
"HB","2002-12-02","HUD2002075","13",53.992667,-55.253333,30.862,470.834781509404
"HB","2002-12-02","HUD2002075","13",53.992667,-55.253333,3.449,468.406440859062
"HB","2002-12-02","HUD2002075","14",54.4915,-54.755,3.133,464.023705526214
"HB","2002-12-03","HUD2002075","23",54.956667,-54.280167,3.075,472.097868741812
"HB","2002-12-03","HUD2002075","27",55.111667,-54.1375,4.167,472.147467233162
"CLS","2002-12-04","HUD2002075","50",55.859833,-53.39,10.014,475.283180133672
"CLS","2002-12-04","HUD2002075","66",56.548667,-52.661833,3.911,475.474790287582
"CLS","2002-12-04","HUD2002075","77",57.376,-51.797167,30.288,475.470796565333
"CLS","2002-12-04","HUD2002075","77",57.376,-51.797167,4.816,473.303293827877
"CLS","2002-12-05","HUD2002075","108",58.203167,-50.840833,3.591,472.02187522807
"CLS","2002-12-05","HUD2002075","120",59.066167,-49.949667,20.367,471.807698799049
"CLS","2002-12-05","HUD2002075","120",59.066167,-49.949667,4.465,471.709503623287
"CLS","2002-12-06","HUD2002075","135",59.744167,-49.1685,4.778,472.729398729797
"GS","2002-12-06","HUD2002075","159",60.345667,-48.519833,4.708,472.882670091689
"HB","2003-07-23","HUD2003038","86",53.676,-55.5455,20.241,472.464612078581
"HB","2003-07-23","HUD2003038","86",53.676,-55.5455,2.206,468.414733357002
"HB","2003-07-24","HUD2003038","119",55.187167,-54.059,20.683,476.056926355313
"HB","2003-07-24","HUD2003038","119",55.187167,-54.059,4.49,472.270330465692
"CLS","2003-07-25","HUD2003038","152",56.115,-53.116167,9.801,472.342670086108
"CLS","2003-07-25","HUD2003038","152",56.115,-53.116167,3.829,471.165898857984
"CLS","2003-07-26","HUD2003038","186",57.377167,-51.791833,29.962,472.886250201473
"CLS","2003-07-26","HUD2003038","186",57.377167,-51.791833,2.918,467.411096736215
"CLS","2003-07-27","HUD2003038","219",58.640333,-50.416167,28.547,473.845191087282
"CLS","2003-07-27","HUD2003038","219",58.640333,-50.416167,3.773,468.305992807582
"CLS","2003-07-28","HUD2003038","259",59.984667,-48.898833,49.412,472.184245008981
"CLS","2003-07-28","HUD2003038","259",59.984667,-48.898833,3.712,467.806094551026
"CLS","2003-07-29","HUD2003038","290",59.743667,-49.155333,21.496,470.637029140828
"CLS","2003-07-29","HUD2003038","290",59.743667,-49.155333,3.373,469.807110330963
"HB","2004-05-20","HUD2004016","53",54.958333,-54.279,18.515,472.773279933371
"HB","2004-05-20","HUD2004016","53",54.958333,-54.279,2.797,472.39280159416
"CLS","2004-05-21","HUD2004016","81",55.619167,-53.636,32.282,474.595347112107
"CLS","2004-05-21","HUD2004016","81",55.619167,-53.636,4.37,473.083912436547
"CLS","2004-05-22","HUD2004016","133",57.3805,-51.778833,28.932,477.094397688003
"CLS","2004-05-22","HUD2004016","133",57.3805,-51.778833,3.383,474.162202881379
"CLS","2004-05-25","HUD2004016","237",59.492833,-49.492333,30.018,471.674173681069
"CLS","2004-05-25","HUD2004016","237",59.492833,-49.492333,2.009,472.539155980316
"GS","2004-05-26","HUD2004016","257",60.366833,-48.4535,34.33,473.307852788152
"GS","2004-05-26","HUD2004016","257",60.366833,-48.4535,1.868,484.509879475394
"CLS","2005-05-29","HUD2005016","4",59.484,-49.473667,2.924,473.121015043185
"CLS","2005-05-29","HUD2005016","8",59.9835,-48.898667,2.528,467.760972718518
"GS","2005-05-29","HUD2005016","12",60.292667,-48.545833,27.753,483.769949156392
"GS","2005-05-29","HUD2005016","12",60.292667,-48.545833,2.172,478.542489060756
"GS","2005-05-30","HUD2005016","29",60.175833,-48.675,3.04,475.791670806642
"CLS","2005-05-30","HUD2005016","36",59.7455,-49.173167,1.951,472.600075724768
"CLS","2005-05-30","HUD2005016","46",59.0655,-49.950333,19.8,472.774486159775
"CLS","2005-05-30","HUD2005016","46",59.0655,-49.950333,2.631,474.952580864442
"CLS","2005-05-31","HUD2005016","56",58.6405,-50.423,2.078,472.857133786247
"CLS","2005-05-31","HUD2005016","64",58.216833,-50.879833,3.138,473.950014502582
"CLS","2005-05-31","HUD2005016","72",57.799667,-51.332667,3.108,474.020628192846
"CLS","2005-05-31","HUD2005016","80",57.3775,-51.7895,30.268,473.391450588273
"CLS","2005-05-31","HUD2005016","80",57.3775,-51.7895,2.549,469.950363289097
"CLS","2005-05-31","HUD2005016","90",56.958,-52.232167,1.774,474.921767125441
"CLS","2005-06-01","HUD2005016","98",56.5365,-52.696,2.624,476.487065703461
"CLS","2005-06-01","HUD2005016","107",56.113667,-53.117833,2.704,481.505977673515
"CLS","2005-06-01","HUD2005016","113",55.845,-53.394167,20.084,483.814601008483
"CLS","2005-06-01","HUD2005016","113",55.845,-53.394167,2.281,478.351877203121
"CLS","2005-06-01","HUD2005016","121",55.611333,-53.630167,2.682,474.602590526143
"HB","2005-06-01","HUD2005016","126",55.419,-53.823667,1.478,479.306800303317
"HB","2005-06-02","HUD2005016","131",55.261667,-53.9775,2.538,477.352261011618
"HB","2005-06-02","HUD2005016","139",55.1105,-54.131667,2.647,478.261601364231
"HB","2005-06-02","HUD2005016","143",54.955167,-54.2865,2.212,476.179675926341
"HB","2005-06-02","HUD2005016","147",54.756167,-54.475,10.683,481.93035756491
"HB","2005-06-02","HUD2005016","147",54.756167,-54.475,1.918,473.491018054418
"HB","2005-06-02","HUD2005016","154",54.491667,-54.757,2.454,475.546232186718
"HB","2005-06-03","HUD2005016","158",54.219833,-55.023167,2.395,476.087268623831
"HB","2005-06-03","HUD2005016","162",53.986833,-55.248167,1.406,471.32274457037
"HB","2005-06-03","HUD2005016","166",53.796,-55.439167,2.891,468.836779143165
"HB","2005-06-03","HUD2005016","170",53.679333,-55.551333,1.907,465.626323238006
"HB","2006-05-26","HUD2006019","9",53.682667,-55.557167,31.352,480.258309765872
"HB","2006-05-26","HUD2006019","9",53.682667,-55.557167,2.049,472.578008792197
"HB","2006-05-26","HUD2006019","27",54.224333,-55.038333,30.709,474.659380791244
"HB","2006-05-26","HUD2006019","27",54.224333,-55.038333,5.342,477.175857938478
"CLS","2006-05-29","HUD2006019","135",58.221333,-50.868833,31.478,476.515147053106
"CLS","2006-05-29","HUD2006019","135",58.221333,-50.868833,3.198,471.462715202866
"GS","2006-05-30","HUD2006019","190",60.2905,-48.549667,29.308,472.602267120375
"GS","2006-05-30","HUD2006019","190",60.2905,-48.549667,2.72,470.782321758659
"GS","2006-05-31","HUD2006019","211",60.1785,-48.677,29.683,470.592304569237
"GS","2006-05-31","HUD2006019","211",60.1785,-48.677,2.555,470.737682141993
"HB","2007-05-12","HUD2007011","13",55.1038,-54.12465,0.589,474.543813575504
"HB","2007-05-12","HUD2007011","16",54.35,-54.866667,0.685,477.793068846411
"HB","2007-05-12","HUD2007011","17",54.483333,-54.733333,2.353,477.900913346322
"HB","2007-05-12","HUD2007011","20",54.7,-54.466667,0.466,469.763114593499
"HB","2007-05-13","HUD2007011","27",55.266667,-53.95,1.994,469.736221201651
"HB","2007-05-13","HUD2007011","35",55.416667,-53.816667,29.516,471.322944579752
"HB","2007-05-13","HUD2007011","35",55.416667,-53.816667,1.962,471.060993863013
"CLS","2007-05-14","HUD2007011","42",55.6,-53.616667,0.911,471.484986334554
"CLS","2007-05-14","HUD2007011","48",55.833333,-53.383333,0.75,472.219781214359
"CLS","2007-05-14","HUD2007011","54",56.1,-53.1,1.823,478.044554046614
"CLS","2007-05-14","HUD2007011","63",56.5,-52.7,29.554,477.152543645867
"CLS","2007-05-14","HUD2007011","63",56.5,-52.7,1.61,477.545299277218
"CLS","2007-05-14","HUD2007011","64",56.5,-52.7,1.906,475.080963999962
"CLS","2007-05-15","HUD2007011","74",56.95,-52.216667,0.847,475.32689855146
"CLS","2007-05-15","HUD2007011","83",57.366667,-51.783333,2.993,474.264886959009
"CLS","2007-05-15","HUD2007011","96",57.8,-51.3335,30.253,479.712265203355
"CLS","2007-05-15","HUD2007011","96",57.8,-51.3335,1.72,477.352786505288
"CLS","2007-05-15","HUD2007011","97",57.783333,-51.366667,3.081,475.184673541931
"CLS","2007-05-16","HUD2007011","112",58.2,-50.883333,1.217,479.945882096717
"CLS","2007-05-16","HUD2007011","123",58.633333,-50.416667,0.755,477.830413753976
"CLS","2007-05-16","HUD2007011","133",59.05,-49.933333,1.482,476.89105234915
"CLS","2007-05-16","HUD2007011","145",59.466667,-49.466667,29.771,473.97688001032
"CLS","2007-05-16","HUD2007011","145",59.466667,-49.466667,1.993,474.87151099789
"CLS","2007-05-16","HUD2007011","146",59.483333,-49.466667,1.213,474.228476328463
"CLS","2007-05-16","HUD2007011","154",59.75,-49.166833,1.213,472.074357794416
"CLS","2007-05-17","HUD2007011","160",59.966667,-48.883333,0.994,473.945223955193
"GS","2007-05-17","HUD2007011","172",60.166833,-48.666833,2.278,470.40391324182
"GS","2007-05-17","HUD2007011","175",60.433333,-48.35,30.784,468.926593148471
"GS","2007-05-17","HUD2007011","175",60.433333,-48.35,2.232,480.228124835022
"GS","2007-05-18","HUD2007011","182",60.25,-48.7,2.088,470.919796543274
"CLS","2007-05-21","HUD2007011","225",55.6,-53.616667,30.755,471.370457431508
"CLS","2007-05-21","HUD2007011","225",55.6,-53.616667,1.335,470.602393045602
"GS","2008-05-23","HUD2008009","37",60.175,-48.6835,16.175,478.115985217598
"GS","2008-05-23","HUD2008009","37",60.175,-48.6835,3.128,476.904600193921
"GS","2008-05-23","HUD2008009","45",60.2938,-48.5428,3.621,474.245489379787
"CLS","2008-05-25","HUD2008009","59",59.9833,-48.9002,2.837,478.042024593824
"CLS","2008-05-25","HUD2008009","68",59.756,-49.1682,27.602,484.09013014586
"CLS","2008-05-25","HUD2008009","68",59.756,-49.1682,3.937,483.020738588101
"CLS","2008-05-26","HUD2008009","77",59.4822,-49.4688,2.565,482.809563339667
"CLS","2008-05-26","HUD2008009","86",59.0698,-49.9543,3.363,482.075694950562
"CLS","2008-05-26","HUD2008009","96",58.6398,-50.4125,29.618,479.950004936509
"CLS","2008-05-26","HUD2008009","96",58.6398,-50.4125,3.216,479.074205783272
"CLS","2008-05-26","HUD2008009","108",58.2238,-50.8823,3.055,475.085792312056
"CLS","2008-05-27","HUD2008009","120",57.7998,-51.3408,3.871,482.287813682544
"CLS","2008-05-27","HUD2008009","129",57.3783,-51.7938,2.338,481.620646812649
"CLS","2008-05-27","HUD2008009","139",56.9563,-52.2368,29.89,482.098592715364
"CLS","2008-05-27","HUD2008009","139",56.9563,-52.2368,2.904,481.458531610903
"CLS","2008-05-27","HUD2008009","152",56.5357,-52.6805,3.657,482.802857759748
"CLS","2008-05-28","HUD2008009","161",56.1133,-53.1168,2.591,482.394973755768
"CLS","2008-05-28","HUD2008009","168",55.845,-53.3952,3.383,484.912742604078
"CLS","2008-05-28","HUD2008009","177",55.6117,-53.6323,3.353,483.539181649723
"HB","2008-05-28","HUD2008009","182",55.4183,-53.821,30.109,482.616638590784
"HB","2008-05-28","HUD2008009","182",55.4183,-53.821,2.509,479.024936100376
"HB","2008-05-28","HUD2008009","198",55.262,-53.9827,2.462,477.318076271927
"HB","2008-05-29","HUD2008009","203",55.1075,-54.1267,261.181,
"HB","2008-05-29","HUD2008009","203",55.1075,-54.1267,3.13,
"HB","2008-05-29","HUD2008009","207",54.9565,-54.2798,3.188,487.832922857046
"HB","2008-05-29","HUD2008009","211",54.7488,-54.4732,3.326,484.123235884841
"HB","2008-05-29","HUD2008009","217",54.2228,-55.0198,29.495,464.415974710274
"HB","2008-05-29","HUD2008009","220",53.987,-55.2523,3.494,480.927902376188
"HB","2008-05-29","HUD2008009","223",53.7972,-55.4377,3.565,477.127284605205
"CLS","2009-05-20","HUD2009015","27",59.7463,-49.1708,2.704,486.835240855746
"GS","2009-05-21","HUD2009015","36",60.1757,-48.6758,2.45,
"GS","2009-05-21","HUD2009015","39",60.3673,-48.456,2.211,484.686435435431
"GS","2009-05-21","HUD2009015","43",60.5667,-48.2282,1.126,489.785593594573
"GS","2009-05-21","HUD2009015","45",60.4455,-48.3638,1.236,487.720914929576
"GS","2009-05-21","HUD2009015","50",60.2912,-48.5417,2.177,485.596697932675
"CLS","2009-05-22","HUD2009015","55",59.9838,-48.9,1.714,487.575587890922
"CLS","2009-05-22","HUD2009015","62",59.4815,-49.4668,3.649,478.805049642874
"CLS","2009-05-22","HUD2009015","72",59.0657,-49.9487,30.142,
"CLS","2009-05-22","HUD2009015","72",59.0657,-49.9487,2.147,476.268515439364
"CLS","2009-05-22","HUD2009015","83",58.64,-50.4165,2.709,471.055096822283
"CLS","2009-05-23","HUD2009015","94",58.2158,-50.8797,3.114,472.198684240742
"CLS","2009-05-23","HUD2009015","103",57.799,-51.3303,2.308,474.164696923215
"CLS","2009-05-23","HUD2009015","111",57.3755,-51.7828,30.071,475.782688710591
"CLS","2009-05-23","HUD2009015","111",57.3755,-51.7828,4.243,473.713797304456
"CLS","2009-05-24","HUD2009015","122",56.9562,-52.2357,29.406,477.285022079262
"CLS","2009-05-24","HUD2009015","122",56.9562,-52.2357,5.352,477.639704888283
"CLS","2009-05-24","HUD2009015","135",56.542,-52.6767,3.912,470.928330965216
"CLS","2009-05-25","HUD2009015","146",56.1102,-53.101,2.306,472.389709936019
"CLS","2009-05-25","HUD2009015","154",55.8445,-53.395,1.324,479.909288646098
"CLS","2009-05-25","HUD2009015","162",55.6108,-53.6315,29.737,475.252121908372
"CLS","2009-05-25","HUD2009015","162",55.6108,-53.6315,2.517,475.369113323207
"HB","2009-05-26","HUD2009015","174",55.0555,-54.1535,2.498,477.671774644929
"HB","2009-05-26","HUD2009015","177",55.1098,-54.1373,3.065,478.61473522514
"HB","2009-05-26","HUD2009015","181",55.2622,-53.9828,3.144,480.978402035273
"HB","2009-05-26","HUD2009015","187",55.4175,-53.8308,31.889,
"HB","2009-05-26","HUD2009015","187",55.4175,-53.8308,4.686,479.115733861309
"CLS","2010-05-17","HUD2010014","16",57.8012,-51.341,2.504,475.029848646584
"CLS","2010-05-17","HUD2010014","27",58.2188,-50.8833,28.947,472.990503885985
"CLS","2010-05-17","HUD2010014","27",58.2188,-50.8833,1.921,472.34771013968
"CLS","2010-05-18","HUD2010014","47",58.6398,-50.4168,0.91,477.414787318555
"CLS","2010-05-18","HUD2010014","58",59.0642,-49.9495,2.055,478.743721063145
